DOID:0050185,def,A skin disease that is a type of allergic reaction located_in skin which occurs in response to medications infections or illness.
DOID:0050185,is_a,DOID:37 
DOID:0050328,name,congenital hypothyroidism
DOID:0050328,def,A hypothyroidism that is present at birth.
DOID:0050328,is_a,DOID:1459 
DOID:0050336,name,hypophosphatemia
DOID:0050336,def,A phosphorus metabolism disease that is characterized by hypophosphatemia and the symptoms of osteomalacia including bone pain skeletal deformities and osteoarthritis.
DOID:0050336,is_a,DOID:2485 
DOID:0050424,name,familial adenomatous polyposis
DOID:0050424,def,An intestinal disease that has_material_basis_in mutations in the APC gene and involves formation of numerous polyps in the epithelium of the large intestine which are initially benign and later transform into colon cancer.
DOID:0050424,synonym,adenomatous polyposis of the colon
DOID:0050424,is_a,DOID:0050739 
DOID:0050424,is_a, DOID:5295 
DOID:0050425,name,restless legs syndrome
DOID:0050425,def,A central nervous system disease characterized by throbbing pulling creeping or other unpleasant sensations in the legs and the irresistible urge to move them.
DOID:0050425,synonym,WED Willis-Ekbom disease Wittmaack-Ekbom syndrome
DOID:0050425,is_a,DOID:331 
DOID:0050426,name,Stevens-Johnson syndrome
DOID:0050426,def,A skin disease that is characterized by ulceration of less than 10 percent of the surface area of the body. The disease is often precipitated by the use of medications such as antibiotics or antiepileptics or onset of infection.
DOID:0050426,is_a,DOID:37 
DOID:0050427,name,xeroderma pigmentosum
DOID:0050427,def,A syndrome that is characterized by a deficiency in the ability to repair ultraviolet damage that has_material_basis_in autosomal recessive inheritance of DNA repair.
DOID:0050427,is_a,DOID:0050737 
DOID:0050427,is_a, DOID:225 
DOID:0050429,name,Hailey-Hailey disease
DOID:0050429,def,A pemphigus that is characterized by recurring blistering most commonly occurring in the folds of the skin and has_material_basis_in mutations in the ATP2C1 gene that result in loss of adhesion within the skin.
DOID:0050429,synonym,BENIGN CHRONIC PEMPHIGUS Pemphigus Benign Familial
DOID:0050429,is_a,DOID:0050736 
DOID:0050429,is_a, DOID:9182 
DOID:0050432,name,Asperger syndrome
DOID:0050432,def,An autism spectrum disorder that is characterized by significant difficulties in social interaction along with restricted and repetitive patterns of behavior and interests. It differs from other autism spectrum disorders by its relative preservation of linguistic and cognitive development.
DOID:0050432,is_a,DOID:0060041 
DOID:0050440,name,familial partial lipodystrophy
DOID:0050440,def,A partial lipodystrophy characterized by abnormal subcutaneous adipose tissue distribution beginning in late childhood or early adult life.
DOID:0050440,synonym,Dunnigan Syndrome Koberling-Dunnigan Syndrome
DOID:0050440,is_a,DOID:0080299 
DOID:0050445,name,X-linked dominant hypophosphatemic rickets
DOID:0050445,def,A rickets has_material_basis in X-linked mutations in the PHEX gene that lead to increased circulating levels of FGF-23 a phosphate-regulating hormone (phosphatonin) that leads to reduced renal phosphate reabsorption and consequently abnormal bone mineralization.
DOID:0050445,synonym,Hypophosphatemia Vitamin D-Resistant Rickets hypophosphatemic rickets X-linked dominant Vitamin D-Resistant Rickets X-Linked X-linked hypophosphatemia
DOID:0050445,is_a,DOID:0080009 
DOID:0050445,is_a, DOID:10609 
DOID:0050451,name,Brugada syndrome
DOID:0050451,def,A heart conduction disease that is characterized by abnormal electrocardiogram (ECG) findings and an increased risk of sudden cardiac death.
DOID:0050451,synonym,Bangungut Brugada type idiopathic ventricular fibrillation Dream disease Pokkuri death syndrome sudden unexplained nocturnal death syndrome SUNDS
DOID:0050451,is_a,DOID:0050177 
DOID:0050451,is_a, DOID:10273 
DOID:0050458,name,juvenile myelomonocytic leukemia
DOID:0050458,def,A myelodysplastic/myeloproliferative neoplasm that is characterized by the uncontrolled growth of monocytes.
DOID:0050458,is_a,DOID:4972 
DOID:0050459,name,hyperphosphatemia
DOID:0050459,def,A phosphorus metabolism disease characterized by hyperphosphatemia and abnormal deposits of phosphate and calcium in joints and soft tissues results from abnomral phosphorus metabolism and has_material_basis_in mutations in the FGF23 GALNT3 or KL gene.
DOID:0050459,is_a,DOID:2485 
DOID:0050462,name,Antley-Bixler syndrome
DOID:0050462,def,A syndrome that is characterized at birth or prenatally by malformations and deformities affecting the majority of the skeleton and other areas of the body with autosomal recessive inheritance of the FGFR2 gene.
DOID:0050462,synonym,trapezoidocephaly-synostosis syndrome
DOID:0050462,is_a,DOID:0050737 
DOID:0050462,is_a, DOID:225 
DOID:0050473,name,Alstrom syndrome
DOID:0050473,def,A syndrome that is characterized by multiorgan dysfunction. The key features are childhood obesity blindness due to congenital retinal dystrophy and sensorineural hearing loss with autosomal recessive inheritance and has_material_basis_in mutations in the ALMS1 gene.
DOID:0050473,is_a,DOID:0050737 
DOID:0050473,is_a, DOID:225 
DOID:0050476,name,Barth syndrome
DOID:0050476,def,A lipid metabolism disorder that has_material_basis_in X-linked inheritance of the tafazzin gene and is characterized by decreased production of an enzyme required to produce cardiolipin.
DOID:0050476,synonym,3-methylglutaconicaciduria type 2 3-methylglutaconicaciduria type II MGA Type 2 MGA type II
DOID:0050476,is_a,DOID:0080012 
DOID:0050476,is_a, DOID:3146 
DOID:0050486,name,exanthem
DOID:0050486,def,A skin disease that is characterized by a rash that results from a variety of causes including bacteria viruses toxins drugs and autoimmune disorders.
DOID:0050486,synonym,exanthema Rash
DOID:0050486,is_a,DOID:37 
DOID:0050523,name,adult T-cell leukemia
DOID:0050523,def,A T-cell leukemia that results_in abnormal increase of lymphocytes derives_from T-cells has_material_basis_in Human T-lymphotropic virus 1 which is transmitted_by sexual contact transmitted_by contaminated needles used by intravenous-drug users and transmitted_by breast feeding. The infection results_in_formation_of skin lesions.
DOID:0050523,synonym,Adult T-cell leukemia/lymphoma
DOID:0050523,is_a,DOID:715 
DOID:0050523,is_a, DOID:934 
DOID:0050527,name,obsolete familial hypertriglyceridemia
DOID:0050527,is_a,
DOID:0050540,name,Charcot-Marie-Tooth disease type 3
DOID:0050540,def,A Charcot-Marie-Tooth disease that is characterized by motor and sensory peripheral neuropathies caused by demyelination.
DOID:0050540,synonym,DEJERINE-SOTTAS NEUROPATHY DEJERINE-SOTTAS SYNDROME
DOID:0050540,is_a,DOID:0050736 
DOID:0050540,is_a, DOID:0050737 
DOID:0050540,is_a, DOID:10595 
DOID:0050562,name,West syndrome
DOID:0050562,def,An infancy electroclinical syndrome that is characterized by infantile spasms hypsarrhythmia on electroencephalogram and intellectual disability.
DOID:0050562,synonym,Infantile spasms syndrome
DOID:0050562,is_a,DOID:0050703 
DOID:0050572,name,cone-rod dystrophy
DOID:0050572,def,A retinal degeneration that characterized by progressive deterioration of the cone and rod photoreceptor cells.
DOID:0050572,synonym,cone-rod retinal dystrophy
DOID:0050572,is_a,DOID:0050177 
DOID:0050572,is_a, DOID:8466 
DOID:0050580,name,hereditary lymphedema
DOID:0050580,def,A lymphedema commonly located_in legs caused_by congenital abnormalities in the lymphatic system.
DOID:0050580,is_a,DOID:4977 
DOID:0050589,name,inflammatory bowel disease
DOID:0050589,def,An intestinal disease characterized by inflammation located in all parts of digestive tract.
DOID:0050589,is_a,DOID:5295 
DOID:0050597,name,intestinal schistosomiasis
DOID:0050597,def,A schistosomiasis that involves parasitic infection of the intestine caused by Schistosoma mansoni Schistosoma intercalatum or Schistosomiasis japonicum. The symptoms include fever cough abdominal pain diarrhea hepatosplenomegaly colonic polyposis with bloody diarrhea and eosinophilia.
DOID:0050597,synonym,Katayama fever Schistosoma japonicum infection Schistosoma mansoni infectious disease schistosomiasis japonica
DOID:0050597,is_a,DOID:1395 
DOID:0050597,is_a, DOID:5295 
DOID:0050605,name,acrodermatitis enteropathica
DOID:0050605,def,A metal metabolism disorder characterized by dermatitis around bodily openings and the tips of fingers and toes alopecia and diarrhea and has_material_basis_in mutation in the SLC39A4 gene that encodes a zinc uptake protein and results in zinc deficiency.
DOID:0050605,is_a,DOID:630 
DOID:0050605,is_a, DOID:896 
DOID:0050606,name,acrokeratosis verruciformis
DOID:0050606,def,A keratosis that has_material_basis_in mutations in the ATP2A2 gene.
DOID:0050606,synonym,Acrokeratosis verruciformis of Hopf Hopf disease
DOID:0050606,is_a,DOID:0050736 
DOID:0050606,is_a, DOID:161 
DOID:0050625,name,biliary tract benign neoplasm
DOID:0050625,def,A hepatobiliary benign neoplasm located_in the biliary tract.
DOID:0050625,synonym,extrahepatic bile duct neoplasm neoplasm of extrahepatic bile ducts tumor of the extrahepatic bile duct
DOID:0050625,is_a,DOID:3117 
DOID:0050625,is_a, DOID:9741 
DOID:0050628,name,advanced sleep phase syndrome
DOID:0050628,def,A sleep disorder that involves an altered circadian rhythm resulting in falling asleep in early evening and awaking very early in the morning.
DOID:0050628,synonym,familial advanced sleep-phase syndrome
DOID:0050628,is_a,DOID:0050736 
DOID:0050628,is_a, DOID:535 
DOID:0050642,name,hypochromic microcytic anemia
DOID:0050642,def,A microcytic anemia characterized by paler than normal blood cells.
DOID:0050642,is_a,DOID:11252 
DOID:0050650,name,familial atrial fibrillation
DOID:0050650,def,An atrial fibrillation that has_material_basis_in autosomal dominant inheritance of the familial atrial fibrillation (ATFB) genes.
DOID:0050650,synonym,ATFB
DOID:0050650,is_a,DOID:0060224 
DOID:0050670,name,ataxic cerebral palsy
DOID:0050670,def,A cerebral palsy that is caused by damage to the cerebellum which affects muscle coordination particularly in the limb. Some individuals suffer from hypotonia tremors difficulty with visual and/or auditory processing.
DOID:0050670,synonym,hypotonic cerebral palsy
DOID:0050670,is_a,DOID:1969 
DOID:0050685,name,small cell carcinoma
DOID:0050685,def,A carcinoma that is an undifferentiated neoplasm composed of primitive-appearing cells.
DOID:0050685,synonym,intermediate cell small cell carcinoma Small cell carcinoma - intermediate cell Small cell carcinoma intermediate cell
DOID:0050685,is_a,DOID:305 
DOID:0050685,create,snadendla
DOID:0050685,createData,2011-06-13T01:25:14Z
DOID:0050697,name,chorioamnionitis
DOID:0050697,def,A placenta disease that is an inflammation of the fetal membranes (amnion and chorion) due to a bacterial infection.
DOID:0050697,is_a,DOID:780 
DOID:0050697,create,lschriml
DOID:0050697,createData,2012-01-03T01:13:08Z
DOID:0050699,name,Dent disease
DOID:0050699,def,A renal tubular transport disease that is characterized by  tubular proteinuria hypercalciuria calcium nephrolithiasis nephrocalcinosis and chronic kidney failure and has_material_basis_in X-linked recessive inheritance of mutations in the CLCN5 gene or OCRL1 gene.
DOID:0050699,synonym,Dent disease 1 Dent disease 2 Dents disease
DOID:0050699,is_a,DOID:0080012 
DOID:0050699,is_a, DOID:447 
DOID:0050699,create,lschriml
DOID:0050699,createData,2015-03-12T14:32:47Z
DOID:0050700,name,cardiomyopathy
DOID:0050700,def,A heart disease and a myopathy that is characterized by deterioration of the function of the heart muscle.
DOID:0050700,synonym,Cardiomyopathies
DOID:0050700,is_a,DOID:114 
DOID:0050700,create,lschriml
DOID:0050700,createData,2012-01-03T02:54:11Z
DOID:0050711,name,aceruloplasminemia
DOID:0050711,def,An iron metabolism disease that has_material_basis_in a mutation in the ceruloplasmin gene characterized by progressive neurodegeneration of the retina and basal ganglia and diabetes mellitus.
DOID:0050711,is_a,DOID:0050737 
DOID:0050711,is_a, DOID:2351 
DOID:0050711,create,lschriml
DOID:0050711,createData,2012-05-22T11:47:25Z
DOID:0050725,name,tyrosinemia type II
DOID:0050725,def,A tyrosinemia that has_material_basis_in deficiency of hepatic tyrosine aminotransferase located_in the liver and is characterized by keratitis painful palmoplantar hyperkeratosis mental retardation and elevated serum tyrosine levels.
DOID:0050725,synonym,Oculocutaneous tyrosinemia Richner-Hanhart syndrome
DOID:0050725,is_a,DOID:37 
DOID:0050725,is_a, DOID:409 
DOID:0050725,is_a, DOID:9275 
DOID:0050725,create,lschriml
DOID:0050725,createData,2012-06-13T03:09:31Z
DOID:0050731,name,vitamin B12 deficiency
DOID:0050731,def,A vitamin metabolic disorder that results from low blood levels of vitamin B12.
DOID:0050731,synonym,cobalamin deficiency hypocobalaminemia
DOID:0050731,is_a,DOID:0050718 
DOID:0050731,create,lschriml
DOID:0050731,createData,2012-07-17T01:01:29Z
DOID:0050741,name,alcohol dependence
DOID:0050741,def,A substance dependence that is characterized by tolerance withdrawal symptoms increasing use persistent desire to decrease consumption time spent obtaining or recovering from alcohol caused by a physical and psychological dependence on alcohol.
DOID:0050741,synonym,alcoholism
DOID:0050741,is_a,DOID:9973 
DOID:0050741,create,lschriml
DOID:0050741,createData,2012-09-05T11:48:42Z
DOID:0050742,name,nicotine dependence
DOID:0050742,def,A substance dependence that is characterized by a physical dependence on nicotine.
DOID:0050742,synonym,tobacco use disorder
DOID:0050742,is_a,DOID:9973 
DOID:0050742,create,lschriml
DOID:0050742,createData,2012-09-05T11:48:42Z
DOID:0050744,name,anaplastic large cell lymphoma
DOID:0050744,def,A non-Hodgkin lymphoma involving aberrant T-cells.
DOID:0050744,is_a,DOID:0060060 
DOID:0050744,create,lschriml
DOID:0050744,createData,2012-09-18T01:57:40Z
DOID:0050745,name,diffuse large B-cell lymphoma
DOID:0050745,def,A B-cell lymphoma that is a cancer of B cells presenting as an aggressive tumour which can arise in virtually any part of the body.
DOID:0050745,is_a,DOID:707 
DOID:0050745,create,lschriml
DOID:0050745,createData,2012-09-18T01:58:25Z
DOID:0050746,name,mantle cell lymphoma
DOID:0050746,def,A B-cell lymphocytic neoplasm due to CD5 positive antigen-naive pregerminal center B-cell within the mantle zone that surrounds normal germinal center follicles.
DOID:0050746,is_a,DOID:707 
DOID:0050746,create,lschriml
DOID:0050746,createData,2012-09-18T02:00:45Z
DOID:0050748,name,marginal zone B-cell lymphoma
DOID:0050748,def,A B-cell lymphoma that is characterized by initial formation in the marginal zones of lymph tissue.
DOID:0050748,synonym,marginal zone lymphoma
DOID:0050748,is_a,DOID:707 
DOID:0050748,is_a, DOID:9500 
DOID:0050748,create,lschriml
DOID:0050748,createData,2012-09-18T02:00:45Z
DOID:0050749,name,peripheral T-cell lymphoma
DOID:0050749,def,A mature T-cell and NK-cell lymphoma includes a group of T-cell lymphomas that develop away from the thymus.
DOID:0050749,is_a,DOID:0050743 
DOID:0050749,create,lschriml
DOID:0050749,createData,2012-09-18T02:01:49Z
DOID:0050751,name,T-cell large granular lymphocyte leukemia
DOID:0050751,def,A T-cell lymphocytic leukemia that exhibits an unexplained chronic (> 6 months) elevation in large granular lymphocytes (LGLs) in the peripheral blood.
DOID:0050751,synonym,Large granular lymphocytic leukaemia Large granular lymphocytic leukemia T-cell large granular lymphocyte leukaemia
DOID:0050751,is_a,DOID:715 
DOID:0050751,create,lschriml
DOID:0050751,createData,2012-09-18T02:05:41Z
DOID:0050753,name,cerebellar ataxia
DOID:0050753,def,A hereditary ataxia that is characterized by ataxia originating in the cerebellum.
DOID:0050753,is_a,DOID:0050951 
DOID:0050753,is_a, DOID:2786 
DOID:0050753,create,lschriml
DOID:0050753,createData,2013-01-16T01:07:02Z
DOID:0050756,name,obsolete CLN3 disease
DOID:0050756,is_a,
DOID:0050756,createData,2013-01-16T01:15:03Z
DOID:0050758,name,metabolic acidosis
DOID:0050758,def,An acquired metabolic disease that characterized by excessive production of acid.
DOID:0050758,is_a,DOID:0060158 
DOID:0050758,create,lschriml
DOID:0050758,createData,2013-01-16T01:23:37Z
DOID:0050759,name,myotonic dystrophy type 2
DOID:0050759,def,A myotonic disease that is characterized by myotonia and progressive proximal muscle wasting and weakness affecting the skeletal and smooth muscles of the neck shoulders elbows and hips and has_material_basis_in the autosomal dominant inheritance of the CNBP (ZNF9) gene containing an expansion of a CCTG repeat in intron one.
DOID:0050759,synonym,proximal myotonic myopathy
DOID:0050759,is_a,DOID:450 
DOID:0050759,create,lschriml
DOID:0050759,createData,2013-01-16T01:27:31Z
DOID:0050762,name,adenylosuccinase lyase deficiency
DOID:0050762,def,An amino acid metabolic disorder that is characterized by microcephaly aggressive behavior cerebellar hypoplasia and seizures has_material_basis_in autosomal recessive inheritance of mutation in the ADSL gene resulting in adenylosuccinate lyase deficiency.
DOID:0050762,is_a,DOID:9252 
DOID:0050762,create,lschriml
DOID:0050762,createData,2013-01-17T12:42:58Z
DOID:0050770,name,polycystic liver disease
DOID:0050770,def,A liver disease that is characterized by the presence of multiple cysts located_in the liver.
DOID:0050770,synonym,congenital cystic liver disease congenital hepatic cyst fibrocystic liver disease
DOID:0050770,is_a,DOID:0050736 
DOID:0050770,is_a, DOID:409 
DOID:0050770,create,lschriml
DOID:0050770,createData,2013-02-21T11:36:13Z
DOID:0050773,name,paraganglioma
DOID:0050773,def,A pheochromocytoma that arises in extraadrenal sympathetic ganglia.
DOID:0050773,synonym,chemodectoma glomus body tumor
DOID:0050773,is_a,DOID:0050736 
DOID:0050773,is_a, DOID:0050771 
DOID:0050773,create,lschriml
DOID:0050773,createData,2013-02-21T11:51:57Z
DOID:0050801,name,androgenic alopecia
DOID:0050801,def,An alopecia that is characterized by M-shaped hair line recession and thinning of hair at the crown of the head in males.
DOID:0050801,synonym,alopecia androgenetica male pattern baldness androgenetic alopecia
DOID:0050801,is_a,DOID:987 
DOID:0050801,create,lschriml
DOID:0050801,createData,2013-11-21T12:48:07Z
DOID:0050811,name,congenital adrenal hyperplasia
DOID:0050811,def,A steroid inherited metabolic disorder that is characterized by adrenal insufficiency and variable degrees of hyper or hypo androgeny manifestations resulting from steroidogenic enzyme deficiency.
DOID:0050811,synonym,adrenal hyperplasia 1 congenital lipoid adrenal hyperplasia lipoid CAH
DOID:0050811,is_a,DOID:1701 
DOID:0050811,create,lschriml
DOID:0050811,createData,2013-12-04T12:52:02Z
DOID:0050813,name,spondyloepiphyseal dysplasia with congenital joint dislocations
DOID:0050813,def,A spondyloepimetaphyseal dysplasia that is characterized by short stature of prenatal onset joint dislocations (knees hips radial heads) club feet and limitation of range of motion that can involve all large joints.
DOID:0050813,synonym,CHONDRODYSPLASIA WITH MULTIPLE DISLOCATIONS CHST3-Related Skeletal Dysplasia Humero-spinal dysostosis with congenital heart disease Humerospinal Dysostosis Humerospinal dysostosis Kozlowski Celermajer Tink syndrome Omani Type Spondyloepiphyseal Dysplasia
DOID:0050813,is_a,DOID:0080027 
DOID:0050813,create,lschriml
DOID:0050813,createData,2013-12-04T01:30:01Z
DOID:0050817,name,Stargardt disease
DOID:0050817,def,An age related macular degeneration that is characterized by progressive vision loss usually to the point of legal blindness.
DOID:0050817,synonym,STARGARDT DISEASE 1
DOID:0050817,is_a,DOID:10871 
DOID:0050817,create,lschriml
DOID:0050817,createData,2013-12-11T01:49:54Z
DOID:0050820,name,atrioventricular block
DOID:0050820,def,A heart conduction disease that is characterized by the impairment of the conduction between the atria and ventricles of the heart.
DOID:0050820,synonym,AV block
DOID:0050820,is_a,DOID:10273 
DOID:0050820,create,lschriml
DOID:0050820,createData,2014-02-12T01:35:05Z
DOID:0050830,name,peripheral artery disease
DOID:0050830,def,An artery disease that is characterized by build up of plaque in the arteries that carry blood to your head organs and limbs.
DOID:0050830,is_a,DOID:0050828 
DOID:0050830,create,lschriml
DOID:0050830,createData,2014-02-18T12:41:09Z
DOID:0050835,name,generalized dystonia
DOID:0050835,def,A dystonia that affects most or all of the body.
DOID:0050835,synonym,Dystonia 12 Dystonia 12 familial dystonia fragments of torsion dystonia
DOID:0050835,is_a,DOID:543 
DOID:0050835,create,lschriml
DOID:0050835,createData,2014-03-18T01:13:36Z
DOID:0050836,name,focal dystonia
DOID:0050836,def,A dystonia that is localized to a specific part of the body.
DOID:0050836,is_a,DOID:543 
DOID:0050836,create,lschriml
DOID:0050836,createData,2014-03-18T01:13:36Z
DOID:0050840,name,cervical dystonia
DOID:0050840,def,A focal dystonia that is characterized by simultaneous contraction of the agonist and antagonist muscles that control the position of the head contracting during dystonic movement which causes the neck to involuntarily turn to the left right upwards and/or downwards.
DOID:0050840,synonym,spasmodic torticollis
DOID:0050840,is_a,DOID:0050836 
DOID:0050840,create,lschriml
DOID:0050840,createData,2014-03-18T01:30:33Z
DOID:0050847,name,sleep apnea
DOID:0050847,def,A sleep disorder characterized by repeated cessation and commencing of breathing that repeatedly disrupts sleep.
DOID:0050847,is_a,DOID:535 
DOID:0050847,create,lschriml
DOID:0050847,createData,2014-03-20T03:57:22Z
DOID:0050848,name,obstructive sleep apnea
DOID:0050848,def,A sleep apnea that is characterized by repeated collapse and obstruction of the upper airway during sleep which results in reduced airflow (hypopnea) or complete airflow cessation (apnea) oxygen desaturation and arousals from sleep.
DOID:0050848,synonym,obstructive sleep apnea syndrome
DOID:0050848,is_a,DOID:0050847 
DOID:0050848,create,lschriml
DOID:0050848,createData,2014-03-20T03:57:22Z
DOID:0050856,name,oppositional defiant disorder
DOID:0050856,def,A specific developmental disorder that is characterized by a pattern of angry mood defiant behavior and vindictiveness in children and adolescents.
DOID:0050856,is_a,DOID:0060038 
DOID:0050856,create,lschriml
DOID:0050856,createData,2014-04-15T04:03:08Z
DOID:0050865,name,tongue squamous cell carcinoma
DOID:0050865,def,A head and neck squamous cell carcinoma that is located_in the tongue.
DOID:0050865,is_a,DOID:5520 
DOID:0050865,is_a, DOID:8649 
DOID:0050865,create,lschriml
DOID:0050865,createData,2014-05-12T02:38:44Z
DOID:0050868,name,hepatocellular adenoma
DOID:0050868,def,A liver benign neoplasm that is located_in liver cells and that is composed_of epithelial tissue in which tumor cells form glands or glandlike structures.
DOID:0050868,is_a,DOID:657 
DOID:0050868,is_a, DOID:916 
DOID:0050868,create,lschriml
DOID:0050868,createData,2014-06-25T05:07:35Z
DOID:0050871,name,fibroma
DOID:0050871,def,A connective tissue benign neoplasm composed of fibrous or connective tissues that derives_from mesenchymal tissue.
DOID:0050871,is_a,DOID:0060123 
DOID:0050871,create,lschriml
DOID:0050871,createData,2014-06-25T05:14:03Z
DOID:0050873,name,follicular lymphoma
DOID:0050873,def,A B-cell lymphoma that is characterized as an indolent non-Hodgkins lymphoma and has_material_basis_in follicle center B-cells (centrocytes and centroblasts).
DOID:0050873,is_a,DOID:707 
DOID:0050873,create,lschriml
DOID:0050873,createData,2014-06-25T05:24:10Z
DOID:0050882,name,spinocerebellar ataxia type 5
DOID:0050882,def,An autosomal dominant cerebellar ataxia that is characterized by the early-onset of cerebellar signs and eye movement abnormalities with a very slow disease progression and has_material_basis_in mutation in the SPTBN2 gene.
DOID:0050882,is_a,DOID:1441 
DOID:0050882,create,lschriml
DOID:0050882,createData,2014-08-06T03:51:03Z
DOID:0050902,name,medulloblastoma
DOID:0050902,def,An infratentorial cancer that is located_in the lower part of the brain and is a type of primitive neuroectodermal tumor.
DOID:0050902,synonym,brain medulloblastoma CNS PNET CPNET infratentorial primitive neuroectodermal tumor localized primitive neuroectodermal tumor
DOID:0050902,is_a,DOID:4706 
DOID:0050902,create,lschriml
DOID:0050902,createData,2014-10-06T14:36:37Z
DOID:0050908,name,myelodysplastic syndrome
DOID:0050908,def,A bone marrow cancer that is characterized by under production of white blood cells red blood cells and platelets.
DOID:0050908,is_a,DOID:4960 
DOID:0050908,create,lschriml
DOID:0050908,createData,2014-10-13T12:51:33Z
DOID:0060002,name,C1 inhibitor deficiency
DOID:0060002,def,A complement deficiency that is a functional deficiency in the complement component C1 inhibitor leading to hereditary angioedema (HAE) involving swelling due to leakage of fluid from blood vessels into connective tissue.
DOID:0060002,synonym,Quincke edema
DOID:0060002,is_a,DOID:626 
DOID:0060008,name,janus kinase-3 deficiency
DOID:0060008,def,A severe combined immunodeficiency that is characterized by severe cell-mediated and antibody-mediated immunodeficiency with recurrent bacterial viral and fungal infections develops_from janus kinase-3 deficiency and has_material_basis_in autosomal recessive inheritance of mutation in the JAK3 gene of chromosome 19p13.11 responsible for normal differentiation and maturation of B and T immune cells.
DOID:0060008,is_a,DOID:627 
DOID:0060023,name,immunodeficiency with hyper IgM type 3
DOID:0060023,def,A hyper IgM syndrome that has_material_basis_in mutation in the TNFRSF5 gene resulting in type 3 hyper-IgM immunodeficiency that is characterized by an inability of B cells to undergo isotype switching an inability to mount an antibody-specific immune response and a lack of germinal center formation.
DOID:0060023,synonym,CD40 deficiency hyper-IgM syndrome due to CD40 deficiency type 3 hyper-IgM immunodeficiency
DOID:0060023,is_a,DOID:0050737 
DOID:0060023,is_a, DOID:0080544 
DOID:0060025,name,immunoglobulin alpha deficiency
DOID:0060025,def,A B cell deficiency that is an autosomal recessive disorder that has_material_basis_in mutation in the IgA (CD79 alpha) antigen receptor.
DOID:0060025,synonym,gamma-A-globulin deficiency IgA deficiency
DOID:0060025,is_a,DOID:0050737 
DOID:0060025,is_a, DOID:2115 
DOID:0060040,name,pervasive developmental disorder
DOID:0060040,def,A developmental disorder of mental health that refers to a group of five disorders characterized by impairments in socialization and communication as well as restricted interests and repetitive behaviors.
DOID:0060040,synonym,pervasive development disorder
DOID:0060040,is_a,DOID:0060037 
DOID:0060046,name,aphasia
DOID:0060046,def,A language disorder that involves an acquired impairment of any laguage modality such as producting or comprehending spoken or written language.
DOID:0060046,is_a,DOID:93 
DOID:0060053,name,obsolete peripheral neuropathy
